Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
S.Res. 41,https://www.congress.gov/bill/102nd-congress/senate-resolution/41,102nd Congress (1991-1992),"A resolution to establish April 15, 1991, as ""National Recycling Day"".","Lieberman, Joseph I. [Sen.-D-CT] (Introduced 02/05/1991)",2/5/1991,Senate - Judiciary,Resolution agreed to in Senate without amendment and with a preamble by Voice Vote.,4/9/1991,71,,,,,
S.Res. 40,https://www.congress.gov/bill/102nd-congress/senate-resolution/40,102nd Congress (1991-1992),A resolution to express the sense of the Senate of the United States that source reduction in packaging is favorable to the environment and should be promoted.,"Glenn, John H., Jr. [Sen.-D-OH] (Introduced 02/05/1991)",2/5/1991,Senate - Environment and Public Works,Referred to the Committee on Environment and Public Works.,2/5/1991,0,,,,,
H.R. 5973,https://www.congress.gov/bill/101st-congress/house-bill/5973,101st Congress (1989-1990),To designate the waters of the central coast of California as a national marine sanctuary.,"Panetta, Leon [Rep.-D-CA-16] (Introduced 10/27/1990)",10/27/1990,House - Merchant Marine and Fisheries,Referred to the Subcommittee on Fisheries and Wildlife Conservation and the Environment.,10/27/1990,0,,,,,
H.R. 5971,https://www.congress.gov/bill/101st-congress/house-bill/5971,101st Congress (1989-1990),"To increase testing for radon in residential housing and in schools, to create a commission to provide increased public awareness of radon, and for other purposes.","Markey, Edward J. [Rep.-D-MA-7] (Introduced 10/27/1990)",10/27/1990,"House - Energy and Commerce, Banking, Finance, and Urban Affairs, Education and Labor",Referred to the Subcommittee on Housing and Community Development.,12/3/1990,0,,,,,
H.R. 5970,https://www.congress.gov/bill/101st-congress/house-bill/5970,101st Congress (1989-1990),"To require the Secretary of the Interior to establish a comprehensive recycling program for units operated by the National Park Service and the United States Fish and Wildlife Service, to require the Secretary of Agriculture to establish such a program for the United States Forest Service, and for other purposes.","Markey, Edward J. [Rep.-D-MA-7] (Introduced 10/27/1990)",10/27/1990,"House - Agriculture, Interior and Insular Affairs, Merchant Marine and Fisheries",Referred to the Subcommittee on National Parks and Public Lands.,12/3/1990,0,,,,,
H.R. 5968,https://www.congress.gov/bill/101st-congress/house-bill/5968,101st Congress (1989-1990),"To amend the Federal Water Pollution Control Act to establish a comprehensive program for conserving and managing wetlands in the United States, and for other purposes.","Hayes, James A. [Rep.-D-LA-7] (Introduced 10/27/1990)",10/27/1990,"House - Public Works and Transportation, Merchant Marine and Fisheries",Referred to the Subcommittee on Fisheries and Wildlife Conservation and the Environment.,10/27/1990,17,,,,,
H.R. 5966,https://www.congress.gov/bill/101st-congress/house-bill/5966,101st Congress (1989-1990),"To amend the Clean Air Act to begin reducing the accumulation of greenhouse gases in the atmosphere, to create incentives to improve the efficiency of fossil fuel use, to create incentives for the use of low carbon fuels and renewable energy resources, to allow regulatory credit for carbon dioxide reductions produced as a by-product of the Acid Rain Control program and other energy efficiency programs, and to stimulate private market development of carbon dioxide reducing technologies.","Cooper, Jim [Rep.-D-TN-4] (Introduced 10/27/1990)",10/27/1990,House - Energy and Commerce,Referred to the Subcommittee on Energy and Power.,12/10/1990,1,,,,,
H.R. 5965,https://www.congress.gov/bill/101st-congress/house-bill/5965,101st Congress (1989-1990),"To provide for the protection of marine coastal waters and the Great Lakes, to extend the authorizations for the Federal Water Pollution Control Act, and for other purposes.","Anderson, Glenn M. [Rep.-D-CA-32] (Introduced 10/27/1990)",10/27/1990,"House - Public Works and Transportation, Merchant Marine and Fisheries",Referred to the Subcommittee on Oceanography and Great Lakes.,10/27/1990,3,,,,,
H.R. 5950,https://www.congress.gov/bill/101st-congress/house-bill/5950,101st Congress (1989-1990),"To deem the Strategic Target System program conducted at Kauai, Hawaii, to be a major Federal action for the purposes of the National Environmental Policy Act.","Mink, Patsy T. [Rep.-D-HI-2] (Introduced 10/26/1990)",10/26/1990,"House - Merchant Marine and Fisheries, Armed Services",Referred to the Subcommittee on Fisheries and Wildlife Conservation and the Environment.,10/27/1990,0,,,,,
H.R. 5949,https://www.congress.gov/bill/101st-congress/house-bill/5949,101st Congress (1989-1990),To deem the Florida Panther to be an endangered species under the Endangered Species Act of 1973.,"McCollum, Bill [Rep.-R-FL-5] (Introduced 10/26/1990)",10/26/1990,House - Merchant Marine and Fisheries,Referred to the Subcommittee on Fisheries and Wildlife Conservation and the Environment.,10/27/1990,15,,,,,
H.R. 5931,https://www.congress.gov/bill/101st-congress/house-bill/5931,101st Congress (1989-1990),"To implement the national objective of pollution prevention by establishing a source reduction program at the Environmental Protection Agency, by assisting States in providing information and technical assistance regarding source reduction, and for other purposes.","Wolpe, Howard E. [Rep.-D-MI-3] (Introduced 10/25/1990)",10/25/1990,"House - Energy and Commerce, Public Works and Transportation | Senate - Environment and Public Works",For Further Action See H.R.5835 (Title IV).,11/5/1990,1,,,,,
H.R. 5927,https://www.congress.gov/bill/101st-congress/house-bill/5927,101st Congress (1989-1990),"To clarify the liability of lending institutions under the Comprehensive Environmental Response, Compensation, and Liability Act of 1980, to clarify the innocent landowner defense under that Act, and for other purposes.","Owens, Wayne [Rep.-D-UT-2] (Introduced 10/25/1990)",10/25/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,12/3/1990,0,,,,,
H.R. 5919,https://www.congress.gov/bill/101st-congress/house-bill/5919,101st Congress (1989-1990),To require the Administrator of the Environmental Protection Agency to include with regulations issued by that agency a statement of the anticipated effects of the regulations on small business.,"McEwen, Bob [Rep.-R-OH-6] (Introduced 10/24/1990)",10/24/1990,"House - Small Business, Merchant Marine and Fisheries","Referred to the Subcommittee on Regulation, Business Opportunity, and Energy.",11/26/1990,0,,,,,
H.R. 5910,https://www.congress.gov/bill/101st-congress/house-bill/5910,101st Congress (1989-1990),To prohibit the incineration of any hazardous material which has been transported in commerce.,"Grant, Bill [Rep.-R-FL-2] (Introduced 10/24/1990)",10/24/1990,"House - Energy and Commerce, Public Works and Transportation",Referred to the Subcommittee on Transportation and Hazardous Materials.,11/19/1990,0,,,,,
H.R. 5909,https://www.congress.gov/bill/101st-congress/house-bill/5909,101st Congress (1989-1990),Florida Keys National Marine Sanctuary and Protection Act,"Fascell, Dante B. [Rep.-D-FL-19] (Introduced 10/24/1990)",10/24/1990,House - Merchant Marine and Fisheries,Became Public Law No: 101-605.,11/16/1990,1,,,,,
H.R. 5895,https://www.congress.gov/bill/101st-congress/house-bill/5895,101st Congress (1989-1990),"To authorize the Administrator of the Environmental Protection Agency to appoint a conservator to take over possession and control of the property and business of an ocean dumping company in certain instances in which the owner of such company intends to cease ocean dumping operations, and for other purposes.","Pallone, Frank, Jr. [Rep.-D-NJ-3] (Introduced 10/22/1990)",10/22/1990,House - Merchant Marine and Fisheries,Referred to the Subcommittee on Fisheries and Wildlife Conservation and the Environment.,10/27/1990,1,,,,,
H.R. 5878,https://www.congress.gov/bill/101st-congress/house-bill/5878,101st Congress (1989-1990),"To amend the Federal Water Pollution Control Act to provide for the use of biomonitoring and whole effluent toxicity testing in connection with publicly owned treatment works, and for other purposes.","Hefley, Joel [Rep.-R-CO-5] (Introduced 10/19/1990)",10/19/1990,House - Public Works and Transportation,Referred to the House Committee on Public Works + Transportation.,10/19/1990,12,,,,,
H.R. 5873,https://www.congress.gov/bill/101st-congress/house-bill/5873,101st Congress (1989-1990),To provide liminted extension for land treatment facilities for which there is pending a petition seeking to demonstrate that there will be no migration of hazardous constituents from the disposal unit.,"Barton, Joe [Rep.-R-TX-6] (Introduced 10/19/1990)",10/19/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,11/19/1990,0,,,,,
H.R. 5858,https://www.congress.gov/bill/101st-congress/house-bill/5858,101st Congress (1989-1990),"To assist in the restoration of the Chesapeake Bay, and for other purposes.","Dyson, Roy [Rep.-D-MD-1] (Introduced 10/18/1990)",10/18/1990,"House - Public Works and Transportation, Merchant Marine and Fisheries",Referred to the Subcommittee on Oceanography and Great Lakes.,10/27/1990,24,,,,,
H.R. 5852,https://www.congress.gov/bill/101st-congress/house-bill/5852,101st Congress (1989-1990),To minimize the risk of adverse impacts from the interntional introduction of fish and wildlife into ecosystems to which they are not indigenous.,"Saxton, Jim [Rep.-R-NJ-13] (Introduced 10/17/1990)",10/17/1990,House - Merchant Marine and Fisheries,Referred to the Subcommittee on Fisheries and Wildlife Conservation and the Environment.,10/27/1990,1,,,,,
H.R. 5827,https://www.congress.gov/bill/101st-congress/house-bill/5827,101st Congress (1989-1990),To address immediate problems affecting environmental cleanup activities.,"Luken, Thomas A. [Rep.-D-OH-1] (Introduced 10/13/1990)",10/13/1990,House - Energy and Commerce,For Further Action See S.3187.,11/15/1990,6,,,,,
H.R. 5824,https://www.congress.gov/bill/101st-congress/house-bill/5824,101st Congress (1989-1990),To authorize States to regulate certain solid waste.,"Tauke, Thomas Joseph [Rep.-R-IA-2] (Introduced 10/12/1990)",10/12/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,10/30/1990,0,,,,,
H.R. 5795,https://www.congress.gov/bill/101st-congress/house-bill/5795,101st Congress (1989-1990),To extend the Federal Water Pollution Control Act through fiscal year 1992.,"Hammerschmidt, John P. [Rep.-R-AR-3] (Introduced 10/04/1990)",10/4/1990,House - Public Works and Transportation,See H.R.2647.,10/18/1990,1,,,,,
H.R. 5786,https://www.congress.gov/bill/101st-congress/house-bill/5786,101st Congress (1989-1990),To require the President to make an annual report on the National Energy and Environmental Strategy of the United States to Congress.,"McEwen, Bob [Rep.-R-OH-6] (Introduced 10/03/1990)",10/3/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,10/30/1990,4,,,,,
H.R. 5768,https://www.congress.gov/bill/101st-congress/house-bill/5768,101st Congress (1989-1990),"To provide for the creation, restoration, protection, enhancement, and conservation of coastal wetlands, to conserve North American wetland ecosystems, and for other purposes.","Tauzin, W. J. (Billy) [Rep.-D-LA-3] (Introduced 10/01/1990)",10/1/1990,"House - Merchant Marine and Fisheries, Public Works and Transportation",See H.R.5390.,11/29/1990,1,,,,,
H.R. 5719,https://www.congress.gov/bill/101st-congress/house-bill/5719,101st Congress (1989-1990),To require generators of hazardous waste to treat or dispose of their waste at the site on which the waste was generated.,"Kolter, Joseph P. [Rep.-D-PA-4] (Introduced 09/26/1990)",9/26/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,10/8/1990,4,,,,,
H.R. 5681,https://www.congress.gov/bill/101st-congress/house-bill/5681,101st Congress (1989-1990),To provide a method of locating private and Government research on environmental issues by geographic location.,"Meyers, Jan [Rep.-R-KS-3] (Introduced 09/19/1990)",9/19/1990,"House - Science, Space and Technology","Referred to the House Committee on Science, Space and Technology.",9/19/1990,2,,,,,
H.R. 5665,https://www.congress.gov/bill/101st-congress/house-bill/5665,101st Congress (1989-1990),"To reauthorize and amend the Coastal Zone Management Act of 1972, and for other purposes.","Jones, Walter B. [Rep.-D-NC-1] (Introduced 09/19/1990)",9/19/1990,House - Merchant Marine and Fisheries,See also H.R. 5835.,11/8/1990,0,,,,,
H.R. 5632,https://www.congress.gov/bill/101st-congress/house-bill/5632,101st Congress (1989-1990),To establish a system for coding of plastic resin products and to promote recycling of plastics and use of degradable plastics.,"Bruce, Terry L. [Rep.-D-IL-19] (Introduced 09/17/1990)",9/17/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,9/24/1990,10,,,,,
H.R. 5603,https://www.congress.gov/bill/101st-congress/house-bill/5603,101st Congress (1989-1990),To provide for a revised biological opinion on the impact of the proposed Mt. Graham astrophysical observatory on the endangered Mt. Graham red squirrel.,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 09/12/1990)",9/12/1990,"House - Merchant Marine and Fisheries, Interior and Insular Affairs",Referred to the Subcommittee on National Parks and Public Lands.,9/20/1990,8,,,,,
H.R. 5513,https://www.congress.gov/bill/101st-congress/house-bill/5513,101st Congress (1989-1990),To amend the Clean Air Act to require employers in nonattainment areas to make certain payments to employees who are not provided with employer-subsidized parking.,"Pelosi, Nancy [Rep.-D-CA-5] (Introduced 08/03/1990)",8/3/1990,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,8/31/1990,3,,,,,
H.R. 5462,https://www.congress.gov/bill/101st-congress/house-bill/5462,101st Congress (1989-1990),To amend the Federal Water Pollution Control Act to require the Administrator of the Environmental Protection Agency to publish information on the degree of effluent reduction attainable through the application of chemical processes.,"Bates, Jim [Rep.-D-CA-44] (Introduced 08/03/1990)",8/3/1990,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources.,8/16/1990,0,,,,,
H.R. 5390,https://www.congress.gov/bill/101st-congress/house-bill/5390,101st Congress (1989-1990),"To prevent and control infestations of the coastal inland waters of the United States by the zebra mussel, and other nonindigenous acquatic nuisance species.","Hertel, Dennis M. [Rep.-D-MI-14] (Introduced 07/27/1990)",7/27/1990,House - Merchant Marine and Fisheries,Became Public Law No: 101-646.,11/29/1990,2,,,,,
H.R. 5372,https://www.congress.gov/bill/101st-congress/house-bill/5372,101st Congress (1989-1990),"To amend the Toxic Substances Control Act to reduce the levels of lead in the environment, and for other purposes.","Luken, Thomas A. [Rep.-D-OH-1] (Introduced 07/25/1990)",7/25/1990,House - Energy and Commerce,Subcommittee Hearings Held.,9/19/1990,1,,,,,
H.R. 5359,https://www.congress.gov/bill/101st-congress/house-bill/5359,101st Congress (1989-1990),To amend the Solid Waste Disposal Act to provide management standards and recycling requirements for spent lead-acid batteries.,"Torres, Estaban Edward [Rep.-D-CA-34] (Introduced 07/24/1990)",7/24/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,8/31/1990,59,,,,,
H.R. 5341,https://www.congress.gov/bill/101st-congress/house-bill/5341,101st Congress (1989-1990),To provide for the National Academy of Sciences to conduct a study of the feasibility of an umbrella research arm to support research on a variety of environmental issues.,"Saxton, Jim [Rep.-R-NJ-13] (Introduced 07/20/1990)",7/20/1990,"House - Science, Space and Technology","Referred to the Subcommittee on Natural Resources, Agriculture Research, and Environment.",7/24/1990,60,,,,,
H.R. 5334,https://www.congress.gov/bill/101st-congress/house-bill/5334,101st Congress (1989-1990),To reauthorize the Asbestos School Hazard Abatement Act of 1984.,"Luken, Thomas A. [Rep.-D-OH-1] (Introduced 07/20/1990)",7/20/1990,House - Energy and Commerce,For Further Action See S.1893.,11/28/1990,2,,,,,
H.R. 5278,https://www.congress.gov/bill/101st-congress/house-bill/5278,101st Congress (1989-1990),"To require the completion of studies identified by the Pacific Northwest Outer Continetal Shelf Task Force, and agreed to by the Secretary of the Interior and the President, regarding areas of the outer continetal shelf off the coast of Oregon and Washington.","Unsoeld, Jolene [Rep.-D-WA-3] (Introduced 07/13/1990)",7/13/1990,"House - Interior and Insular Affairs, Merchant Marine and Fisheries","Referred to the Subcommittee on Water, Power and Offshore Energy Resources.",9/7/1990,7,,,,,
H.R. 5255,https://www.congress.gov/bill/101st-congress/house-bill/5255,101st Congress (1989-1990),"To amend the National Fish and Wildlife Foundation Establishment Act to authorize appropriations for the National Fish and Wildlife Foundation for fiscal years 1991, 1992, and 1993, and for other purposes.","Studds, Gerry E. [Rep.-D-MA-10] (Introduced 07/11/1990)",7/11/1990,House - Merchant Marine and Fisheries | Senate - Environment and Public Works,See H.R.3338.,11/16/1990,3,,,,,
H.R. 5220,https://www.congress.gov/bill/101st-congress/house-bill/5220,101st Congress (1989-1990),To clarify the existing authority of the Administrator of the Environmental Protection Agency and the Secretary of the Army to use environmental improvement projects when enforcing applicable water pollution laws.,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 06/28/1990)",6/28/1990,"House - Public Works and Transportation, Merchant Marine and Fisheries",Referred to the Subcommittee on Water Resources.,7/12/1990,1,,,,,
H.R. 5188,https://www.congress.gov/bill/101st-congress/house-bill/5188,101st Congress (1989-1990),To prohibit the spraying of toxic pesticides over densely populated areas.,"Bates, Jim [Rep.-D-CA-44] (Introduced 06/28/1990)",6/28/1990,House - Agriculture,Referred to the House Committee on Agriculture.,6/28/1990,13,,,,,
H.R. 5184,https://www.congress.gov/bill/101st-congress/house-bill/5184,101st Congress (1989-1990),To amend the Solid Waste Disposal Act to authorize each State to prohibit the importation of hazardous waste into the State for treatment or disposal.,"Owens, Wayne [Rep.-D-UT-2] (Introduced 06/27/1990)",6/27/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,7/16/1990,5,,,,,
H.R. 5155,https://www.congress.gov/bill/101st-congress/house-bill/5155,101st Congress (1989-1990),Indoor Air Quality Act of 1990,"Roe, Robert A. [Rep.-D-NJ-8] (Introduced 06/26/1990)",6/26/1990,"House - Science, Space and Technology, Energy and Commerce","Reported (Amended) by the Committee on Science, Space and Technology. H. Rept. 101-826, Part I.",10/10/1990,52,,,,,
H.R. 5138,https://www.congress.gov/bill/101st-congress/house-bill/5138,101st Congress (1989-1990),"To direct the Administrator of the Environmental Protection Agency to conduct radon measurement proficiency research and establish a mandatory radon measurement proficiency program, and for other purposes.","Roe, Robert A. [Rep.-D-NJ-8] (Introduced 06/21/1990)",6/21/1990,"House - Science, Space and Technology, Energy and Commerce",Referred to the Subcommittee on Transportation and Hazardous Materials.,7/16/1990,6,,,,,
H.R. 5085,https://www.congress.gov/bill/101st-congress/house-bill/5085,101st Congress (1989-1990),To provide for a study of hazardous air pollutants by the National Institute of Environmental Health Sciences.,"Molinari, Susan [Rep.-R-NY-14] (Introduced 06/19/1990)",6/19/1990,House - Energy and Commerce,Referred to the Subcommittee on Health and the Environment.,7/2/1990,0,,,,,
H.R. 5027,https://www.congress.gov/bill/101st-congress/house-bill/5027,101st Congress (1989-1990),"To require any department, agency, or instrumentality that is responsible for a release of hazardous substances at a Superfund site to promptly pay for the costs and damages associated with such release, and to provide that other potentially responsible parties may not be required to pay such costs until the department, agency, or instrumentality has made its payment.","McEwen, Bob [Rep.-R-OH-6] (Introduced 06/13/1990)",6/13/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/22/1990,0,,,,,
H.R. 5013,https://www.congress.gov/bill/101st-congress/house-bill/5013,101st Congress (1989-1990),"To amend the Federal Insecticide, Fungicide, and Rodenticide Act to revise the provisions regulating the export of pesticides which have had their registrations canceled or suspended.","Olin, James R. [Rep.-D-VA-6] (Introduced 06/12/1990)",6/12/1990,House - Agriculture,"Executive Comment Requested from USDA, EPA.",6/18/1990,15,,,,,
H.R. 4943,https://www.congress.gov/bill/101st-congress/house-bill/4943,101st Congress (1989-1990),To require the Secretary of Commerce to make grants to accredited institutions of higher education to establish and operate recycling research centers.,"Sikorski, Gerry E. [Rep.-D-MN-6] (Introduced 05/24/1990)",5/24/1990,"House - Science, Space and Technology","Referred to the House Committee on Science, Space and Technology.",5/24/1990,0,,,,,
H.R. 4942,https://www.congress.gov/bill/101st-congress/house-bill/4942,101st Congress (1989-1990),"To promote the recycling of valuable materials contained in municipal refuse, and for other purposes.","Sikorski, Gerry E. [Rep.-D-MN-6] (Introduced 05/24/1990)",5/24/1990,House - Energy and Commerce,Subcommittee Hearings Held.,6/28/1990,9,,,,,
H.R. 4910,https://www.congress.gov/bill/101st-congress/house-bill/4910,101st Congress (1989-1990),To amend the Federal Water Pollution Control Act relating to oil and hazardous substance liability.,"Wyden, Ron [Rep.-D-OR-3] (Introduced 05/23/1990)",5/23/1990,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources.,6/4/1990,2,,,,,
H.R. 4906,https://www.congress.gov/bill/101st-congress/house-bill/4906,101st Congress (1989-1990),"To authorize research and evaluation programs for monitoring, detecting, and abating lead based paint and other lead exposure hazards in housing, and for other purposes.","Scheuer, James H. [Rep.-D-NY-8] (Introduced 05/23/1990)",5/23/1990,"House - Science, Space and Technology","Referred to the House Committee on Science, Space and Technology.",5/23/1990,0,,,,,
H.R. 4876,https://www.congress.gov/bill/101st-congress/house-bill/4876,101st Congress (1989-1990),To amend the Ocean Dumping Ban Act of 1988 to delay the effective date of the prohibition on the ocean dumping of sewage sludge.,"Lent, Norman F. [Rep.-R-NY-4] (Introduced 05/22/1990)",5/22/1990,House - Merchant Marine and Fisheries,"Executive Comment Requested from Commerce, Army Corps of Engineers, EPA.",6/5/1990,0,,,,,
H.R. 4875,https://www.congress.gov/bill/101st-congress/house-bill/4875,101st Congress (1989-1990),"To amend the Federal Water Pollution Control Act to make the lower St. Johns River, Florida, eligible for priority consideration under the national estuary program.","Bennett, Charles E. [Rep.-D-FL-3] (Introduced 05/22/1990)",5/22/1990,"House - Public Works and Transportation, Merchant Marine and Fisheries",Joint Hearings Held by the Subcommittee on Fisheries and Wildlife Conservation and by the Subcommittee on Oceanography and Great Lakes.,7/17/1990,16,,,,,
H.R. 4873,https://www.congress.gov/bill/101st-congress/house-bill/4873,101st Congress (1989-1990),"To authorize appropriations for environmental research, development, and demonstration for fiscal years 1991, 1992, and 1993, and for other purposes.","Scheuer, James H. [Rep.-D-NY-8] (Introduced 05/22/1990)",5/22/1990,"House - Science, Space and Technology",Committee Consideration and Mark-up Session Held.,5/23/1990,27,,,,,
H.R. 4856,https://www.congress.gov/bill/101st-congress/house-bill/4856,101st Congress (1989-1990),To amend the Solid Waste Disposal Act to authorize the Environmental Protection Agency to award grants to groups for technical assistance to oppose the issuance of permits under that Act.,"Pease, Donald J. [Rep.-D-OH-13] (Introduced 05/17/1990)",5/17/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,5/29/1990,6,,,,,
H.R. 4855,https://www.congress.gov/bill/101st-congress/house-bill/4855,101st Congress (1989-1990),"To amend the Solid Waste Disposal Act and the Toxic Substances Control Act to require the Administrator of the Environmental Protection Agency, in determining whether to issue a permit for a hazardous waste facility or to issue an approval for the incineration of polychlorinated biphenyls, to consider an applicant's record in owning or operating other hazardous waste facilities or incineration facilities.","Pease, Donald J. [Rep.-D-OH-13] (Introduced 05/17/1990)",5/17/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,5/29/1990,6,,,,,
H.R. 4832,https://www.congress.gov/bill/101st-congress/house-bill/4832,101st Congress (1989-1990),To prohibit disposal of solid waste in any State other than the State in which the waste was generated.,"McDade, Joseph M. [Rep.-R-PA-10] (Introduced 05/16/1990)",5/16/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,5/29/1990,0,,,,,
H.R. 4824,https://www.congress.gov/bill/101st-congress/house-bill/4824,101st Congress (1989-1990),To authorize a one-year demonstration program to provide grants to States and localities for community recycling projects.,"Traficant, James A., Jr. [Rep.-D-OH-17] (Introduced 05/15/1990)",5/15/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,6/5/1990,13,,,,,
H.R. 4804,https://www.congress.gov/bill/101st-congress/house-bill/4804,101st Congress (1989-1990),"To provide for the establishment of a program to prevent the spread of, and ultimately eradicate, the brown tree snake from American Pacific islands.","Saiki, Patricia [Rep.-R-HI-1] (Introduced 05/10/1990)",5/10/1990,"House - Merchant Marine and Fisheries, Interior and Insular Affairs",Executive Comment Received from USDA.,8/1/1990,1,,,,,
H.R. 4803,https://www.congress.gov/bill/101st-congress/house-bill/4803,101st Congress (1989-1990),"To amend title II of the Marine Protection, Research, and Sanctuaries Act of 1972 as amended, to authorize appropriations for fiscal years 1991 and 1992.","Roe, Robert A. [Rep.-D-NJ-8] (Introduced 05/10/1990)",5/10/1990,"House - Merchant Marine and Fisheries, Science, Space and Technology","Executive Comment Requested from Commerce, Army Corps of Engineers, EPA.",5/16/1990,0,,,,,
H.R. 4767,https://www.congress.gov/bill/101st-congress/house-bill/4767,101st Congress (1989-1990),To improve the water quality of the water flowing from the Leadville Mine Drainage Tunnel in Colorado.,"Hefley, Joel [Rep.-R-CO-5] (Introduced 05/09/1990)",5/9/1990,House - Interior and Insular Affairs,See H.R.2567.,6/14/1990,3,,,,,
H.R. 4747,https://www.congress.gov/bill/101st-congress/house-bill/4747,101st Congress (1989-1990),"To require the Administrator of the Environmental Protection Agency to conduct research on, and establish, uniform standards for the measurement of solid waste and to develop and maintain a uniform data base on solid waste generated in the States and the Nation.","Henry, Paul B. [Rep.-R-MI-5] (Introduced 05/08/1990)",5/8/1990,"House - Science, Space and Technology","Referred to the House Committee on Science, Space and Technology.",5/8/1990,0,,,,,
H.R. 4738,https://www.congress.gov/bill/101st-congress/house-bill/4738,101st Congress (1989-1990),"To amend the Federal Water Pollution Control Act to encourage States to establish a uniform system for managing nontidal wetlands, to conserve unique and high value tidal and nontidal wetlands, to encourage restoration of converted wetlands, and for other purposes.","Dyson, Roy [Rep.-D-MD-1] (Introduced 05/08/1990)",5/8/1990,House - Public Works and Transportation,Referred to the Subcommittee on Water Resources.,5/21/1990,1,,,,,
H.R. 4703,https://www.congress.gov/bill/101st-congress/house-bill/4703,101st Congress (1989-1990),To restore and conserve wetlands of the United States.,"Tauzin, W. J. (Billy) [Rep.-D-LA-3] (Introduced 05/02/1990)",5/2/1990,"House - Public Works and Transportation, Ways and Means",Referred to the Subcommittee on Water Resources.,5/14/1990,11,,,,,
H.R. 4697,https://www.congress.gov/bill/101st-congress/house-bill/4697,101st Congress (1989-1990),To amend the Solid Waste Disposal Act to authorize the Administrator of the Environmental Protection Agency to provide grants for the purchase of recycling equipment.,"Volkmer, Harold L. [Rep.-D-MO-9] (Introduced 05/01/1990)",5/1/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,5/14/1990,10,,,,,
H.R. 4669,https://www.congress.gov/bill/101st-congress/house-bill/4669,101st Congress (1989-1990),To amend the Solid Waste Disposal Act to authorize Federal grants for the development of innovative recycling techniques.,"Slaughter, Louise McIntosh [Rep.-D-NY-30] (Introduced 04/26/1990)",4/26/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,5/4/1990,43,,,,,
H.R. 4640,https://www.congress.gov/bill/101st-congress/house-bill/4640,101st Congress (1989-1990),"To establish a comprehensive system for the identification, valuation, preservation, and compensation to the owners of American wetlands and to provide tax incentives for transfers of wetlands to governments and certain other entities.","Anthony, Beryl, Jr. [Rep.-D-AR-4] (Introduced 04/26/1990)",4/26/1990,"House - Agriculture, Ways and Means, Public Works and Transportation, Merchant Marine and Fisheries","Executive Comment Requested from Interior, Commerce, USDA, Army Corps of Engineers, EPA.",5/18/1990,29,,,,,
H.R. 4579,https://www.congress.gov/bill/101st-congress/house-bill/4579,101st Congress (1989-1990),"To amend the Toxic Substances Control Act to require the Administrator of the Environmental Protection Agency to provide for the identification and monitoring of environmental areas of concern for the presence and effects of toxic substances, and for other purposes.","Wyden, Ron [Rep.-D-OR-3] (Introduced 04/19/1990)",4/19/1990,House - Energy and Commerce,Referred to the Subcommittee on Transportation and Hazardous Materials.,4/27/1990,0,,,,,
H.R. 4577,https://www.congress.gov/bill/101st-congress/house-bill/4577,101st Congress (1989-1990),"To amend the Solid Waste Disposal Act to establish programs to provide loan guarantees and grants to small businesses for the closure, replacement, and upgrade of underground storage tanks and for the maintenance of release detection systems for such tanks, and for other purposes.","Stangeland, Arlan [Rep.-R-MN-7] (Introduced 04/19/1990)",4/19/1990,"House - Energy and Commerce, Ways and Means",Referred to the Subcommittee on Transportation and Hazardous Materials.,5/4/1990,0,,,,,
