Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 6482,https://www.congress.gov/bill/111th-congress/house-bill/6482,111th Congress (2009-2010),To amend the Energy Policy Act of 2005 to reauthorize and modify provisions relating to the diesel emissions reduction program.,"Richardson, Laura [Rep.-D-CA-37] (Introduced 12/02/2010)",12/2/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,12/2/2010,1,,,,,
H.R. 6382,https://www.congress.gov/bill/111th-congress/house-bill/6382,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to create a designation for property owners who take actions to reduce nutrient and sediment runoff into the Chesapeake Bay watershed, and for other purposes.","Sarbanes, John P. [Rep.-D-MD-3] (Introduced 09/29/2010)",9/29/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,9/30/2010,0,,,,,
H.R. 6360,https://www.congress.gov/bill/111th-congress/house-bill/6360,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to direct the Administrator of the Environmental Protection Agency to carry out activities for the restoration, conservation, and management of Onondaga Lake, New York, and for other purposes.","Maffei, Daniel B. [Rep.-D-NY-25] (Introduced 09/29/2010)",9/29/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,9/30/2010,0,,,,,
H.R. 6353,https://www.congress.gov/bill/111th-congress/house-bill/6353,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to assist municipalities that would experience a significant hardship raising the revenue necessary to finance projects and activities for the construction of wastewater treatment works, and for other purposes.","Latta, Robert E. [Rep.-R-OH-5] (Introduced 09/29/2010)",9/29/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,9/30/2010,1,,,,,
H.R. 6292,https://www.congress.gov/bill/111th-congress/house-bill/6292,111th Congress (2009-2010),"To improve the ability of the National Oceanic and Atmospheric Administration, the Coast Guard, and coastal States to sustain healthy ocean and coastal ecosystems by maintaining and sustaining their capabilities relating to oil spill preparedness, prevention, response, restoration, and research, and for other purposes.","Richardson, Laura [Rep.-D-CA-37] (Introduced 09/29/2010)",9/29/2010,"House - Transportation and Infrastructure, Science and Technology, Natural Resources",Referred to the Subcommittee on Energy and Environment.,10/15/2010,0,,,,,
H.R. 6284,https://www.congress.gov/bill/111th-congress/house-bill/6284,111th Congress (2009-2010),"To prohibit the Administrator of the Environmental Protection Agency from regulating, based on material composition, any type of firearm ammunition or fishing tackle.","Broun, Paul C. [Rep.-R-GA-10] (Introduced 09/29/2010)",9/29/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,9/29/2010,36,,,,,
H.R. 6273,https://www.congress.gov/bill/111th-congress/house-bill/6273,111th Congress (2009-2010),"To amend the Federal Insecticide, Fungicide, and Rodenticide Act to exempt the application of pesticides subject to that Act, when applied in conformance with that Act, from certain permit requirements under the Federal Water Pollution Control Act, and for other purposes.","Peterson, Collin C. [Rep.-D-MN-7] (Introduced 09/29/2010)",9/29/2010,"House - Transportation and Infrastructure, Agriculture",Referred to the Subcommittee on Horticulture and Organic Agriculture.,11/16/2010,15,,,,,
H.R. 6228,https://www.congress.gov/bill/111th-congress/house-bill/6228,111th Congress (2009-2010),"To repeal certain amendments to the Clean Air Act relating to the expansion of the renewable fuel program, and for other purposes.","Burgess, Michael C. [Rep.-R-TX-26] (Introduced 09/28/2010)",9/28/2010,House - Energy and Commerce,Sponsor introductory remarks on measure. (CR E1767-1768),9/29/2010,0,,,,,
H.R. 6194,https://www.congress.gov/bill/111th-congress/house-bill/6194,111th Congress (2009-2010),"To amend the National Environmental Education Act to update, streamline, and modernize that Act, and for other purposes.","Polis, Jared [Rep.-D-CO-2] (Introduced 09/23/2010)",9/23/2010,House - Education and Labor,"Referred to the Subcommittee on Higher Education, Lifelong Learning, and Competitiveness.",11/18/2010,3,,,,,
H.R. 6182,https://www.congress.gov/bill/111th-congress/house-bill/6182,111th Congress (2009-2010),To amend the Federal Water Pollution Control Act to authorize the Administrator of the Environmental Protection Agency to make additional capitalization grants to the water pollution control revolving funds of States that adopt smart growth principles.,"Kratovil, Frank,  Jr. [Rep.-D-MD-1] (Introduced 09/22/2010)",9/22/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,9/23/2010,0,,,,,
H.R. 6119,https://www.congress.gov/bill/111th-congress/house-bill/6119,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to ensure the safe and proper use of dispersants in the event of an oil spill or release of hazardous substances, and for other purposes.","Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 09/14/2010)",9/14/2010,"House - Transportation and Infrastructure, Energy and Commerce",Referred to the Subcommittee on Water Resources and Environment.,9/15/2010,0,,,,,
H.R. 5992,https://www.congress.gov/bill/111th-congress/house-bill/5992,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to eliminate the authority of the Administrator of the Environmental Protection Agency to deny or restrict the use of a defined area as a dredged or fill material disposal site, and for other purposes.","Young, Don [Rep.-R-AK-At Large] (Introduced 07/30/2010)",7/30/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Coast Guard and Maritime Transportation.,8/2/2010,3,,,,,
H.R. 5820,https://www.congress.gov/bill/111th-congress/house-bill/5820,111th Congress (2009-2010),"To amend the Toxic Substances Control Act to ensure that the public and the environment are protected from risks of chemical exposure, and for other purposes.","Rush, Bobby L. [Rep.-D-IL-1] (Introduced 07/22/2010)",7/22/2010,House - Energy and Commerce,Subcommittee Hearings Held.,7/29/2010,38,,,,,
H.R. 5727,https://www.congress.gov/bill/111th-congress/house-bill/5727,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to provide for the establishment of a process for quickly and effectively soliciting, assessing, and deploying offshore oil and hazardous substance cleanup technologies, and for other purposes.","Shuster, Bill [Rep.-R-PA-9] (Introduced 07/13/2010)",7/13/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/14/2010,0,,,,,
H.R. 5724,https://www.congress.gov/bill/111th-congress/house-bill/5724,111th Congress (2009-2010),To amend the Federal Water Pollution Control Act to clarify Federal responsibility for stormwater pollution.,"Norton, Eleanor Holmes [Del.-D-DC-At Large] (Introduced 07/13/2010)",7/13/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/14/2010,2,,,,,
H.R. 5686,https://www.congress.gov/bill/111th-congress/house-bill/5686,111th Congress (2009-2010),"To amend the Oil Pollution Act of 1990 to extend liability to corporations, partnerships, and other persons having ownership interests in responsible parties, and for other purposes.","Connolly, Gerald E. [Rep.-D-VA-11] (Introduced 07/01/2010)",7/1/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/2/2010,1,,,,,
H.R. 5674,https://www.congress.gov/bill/111th-congress/house-bill/5674,111th Congress (2009-2010),"To amend the Clean Air Act to require reductions in mercury emissions from electric utility steam generating units, and for other purposes.","Costa, Jim [Rep.-D-CA-20] (Introduced 07/01/2010)",7/1/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,7/1/2010,0,,,,,
H.R. 5670,https://www.congress.gov/bill/111th-congress/house-bill/5670,111th Congress (2009-2010),To require the Administrator of the Environmental Protection Agency to make grants for the improvement of storm water retention basins in the watersheds of estuaries in the National Estuary Program.,"Adler, John H. [Rep.-D-NJ-3] (Introduced 07/01/2010)",7/1/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/2/2010,0,,,,,
H.R. 5643,https://www.congress.gov/bill/111th-congress/house-bill/5643,111th Congress (2009-2010),"To amend the Toxic Substances Control Act to prohibit the use, production, sale, importation, or exportation of the poison sodium fluoroacetate (known as ""Compound 1080"") and to prohibit the use of sodium cyanide for predator control.","DeFazio, Peter A. [Rep.-D-OR-4] (Introduced 06/30/2010)",6/30/2010,"House - Energy and Commerce, Judiciary",Referred to House Judiciary,6/30/2010,40,,,,,
H.R. 5635,https://www.congress.gov/bill/111th-congress/house-bill/5635,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to direct the Administrator of the Environmental Protection Agency to carry out activities for the restoration, conservation, and management of Onondaga Lake, New York, and for other purposes.","Maffei, Daniel B. [Rep.-D-NY-25] (Introduced 06/29/2010)",6/29/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,6/30/2010,0,,,,,
H.R. 5629,https://www.congress.gov/bill/111th-congress/house-bill/5629,111th Congress (2009-2010),Oil Spill Accountability and Environmental Protection Act of 2010,"Oberstar, James L. [Rep.-D-MN-8] (Introduced 06/29/2010)",6/29/2010,"House - Transportation and Infrastructure, Judiciary, Natural Resources","Placed on the Union Calendar, Calendar No. 326.",7/27/2010,16,,,,,
H.R. 5608,https://www.congress.gov/bill/111th-congress/house-bill/5608,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act and the Outer Continental Shelf Lands Act to improve oil spill response plans, and for other purposes.","Markey, Edward J. [Rep.-D-MA-7] (Introduced 06/25/2010)",6/25/2010,"House - Transportation and Infrastructure, Natural Resources",Referred to the Subcommittee on Energy and Mineral Resources.,6/29/2010,1,,,,,
H.R. 5509,https://www.congress.gov/bill/111th-congress/house-bill/5509,111th Congress (2009-2010),"To support efforts to reduce pollution of the Chesapeake Bay watershed and to verify that reductions in pollution have been achieved, and for other purposes.","Holden, Tim [Rep.-D-PA-17] (Introduced 06/10/2010)",6/10/2010,"House - Transportation and Infrastructure, Agriculture",Ordered to be Reported (Amended) by Voice Vote.,7/28/2010,8,,,,,
H.R. 5499,https://www.congress.gov/bill/111th-congress/house-bill/5499,111th Congress (2009-2010),To amend the Oil Pollution Act of 1990 to authorize advances from Oil Spill Liability Trust Fund for the Deepwater Horizon oil spill.,"Mica, John L. [Rep.-R-FL-7] (Introduced 06/10/2010)",6/10/2010,"House - Transportation and Infrastructure, Budget",Referred to the Subcommittee on Water Resources and Environment.,6/11/2010,13,,,,,
H.R. 5426,https://www.congress.gov/bill/111th-congress/house-bill/5426,111th Congress (2009-2010),"To require the Administrator of the Environmental Protection Agency to finalize a proposed rule to amend the spill prevention, control, and countermeasure rule to tailor and streamline the requirements for the dairy industry, and for other purposes.","Miller, Candice S. [Rep.-R-MI-10] (Introduced 05/27/2010)",5/27/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,5/28/2010,22,,,,,
H.R. 5356,https://www.congress.gov/bill/111th-congress/house-bill/5356,111th Congress (2009-2010),"To amend the Oil Pollution Act of 1990 to increase the cap on liability for economic damages resulting from an oil spill, and for other purposes.","Blunt, Roy [Rep.-R-MO-7] (Introduced 05/20/2010)",5/20/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,5/21/2010,2,,,,,
H.R. 5355,https://www.congress.gov/bill/111th-congress/house-bill/5355,111th Congress (2009-2010),To amend the Oil Pollution Act of 1990 to repeal the limitation of liability of a responsible party for a discharge or substantial threat of a discharge of oil from an offshore oil facility.,"Grijalva, Raúl M. [Rep.-D-AZ-7] (Introduced 05/20/2010)",5/20/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Coast Guard and Maritime Transportation.,5/21/2010,19,,,,,
H.R. 5344,https://www.congress.gov/bill/111th-congress/house-bill/5344,111th Congress (2009-2010),"To authorize the Secretary of the Interior, through the Coastal Program of the United States Fish and Wildlife Service, to work with willing partners and provide support to efforts to assess, protect, restore, and enhance important coastal areas that provide fish and wildlife habitat on which Federal trust species depend.","Kratovil, Frank,  Jr. [Rep.-D-MD-1] (Introduced 05/19/2010)",5/19/2010,House - Natural Resources,"Referred to the Subcommittee on Insular Affairs, Oceans and Wildlife.",5/21/2010,0,,,,,
H.R. 5342,https://www.congress.gov/bill/111th-congress/house-bill/5342,111th Congress (2009-2010),"To prohibit the use of the National Environmental Policy Act of 1969 to document, predict, or mitigate the climate effects of specific Federal actions.","Bishop, Rob [Rep.-R-UT-1] (Introduced 05/19/2010)",5/19/2010,House - Natural Resources,Referred to the House Committee on Natural Resources.,5/19/2010,5,,,,,
H.R. 5320,https://www.congress.gov/bill/111th-congress/house-bill/5320,111th Congress (2009-2010),"Assistance, Quality, and Affordability Act of 2010","Waxman, Henry A. [Rep.-D-CA-30] (Introduced 05/18/2010)",5/18/2010,House - Energy and Commerce | Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,8/5/2010,1,,,,,
H.R. 5310,https://www.congress.gov/bill/111th-congress/house-bill/5310,111th Congress (2009-2010),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to reauthorize and improve the Brownfields revitalization program, and for other purposes.","Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 05/13/2010)",5/13/2010,"House - Energy and Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Water Resources and Environment.,5/14/2010,5,,,,,
H.R. 5301,https://www.congress.gov/bill/111th-congress/house-bill/5301,111th Congress (2009-2010),"To extend the period during which the Administrator of the Environmental Protection Agency and States are prohibited from requiring a permit under section 402 of the Federal Water Control Act for certain discharges that are incidental to normal operation of vessels, to reauthorize the National Estuary Program, and for other purposes.","LoBiondo, Frank A. [Rep.-R-NJ-2] (Introduced 05/13/2010)",5/13/2010,House - Transportation and Infrastructure,Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 472.,7/21/2010,11,,,,,
H.R. 5296,https://www.congress.gov/bill/111th-congress/house-bill/5296,111th Congress (2009-2010),"To address the health and economic development impacts of nonattainment of federally mandated air quality standards in the San Joaquin Valley, California, by designating air quality empowerment zones.","McNerney, Jerry [Rep.-D-CA-11] (Introduced 05/13/2010)",5/13/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,5/13/2010,2,,,,,
H.R. 5294,https://www.congress.gov/bill/111th-congress/house-bill/5294,111th Congress (2009-2010),"To prevent Federal agencies from regulating greenhouse gas emissions for purposes of addressing climate change without express and specific statutory authority, and for other purposes.","Rehberg, Denny [Rep.-R-MT-At Large] (Introduced 05/13/2010)",5/13/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,5/13/2010,9,,,,,
H.R. 5289,https://www.congress.gov/bill/111th-congress/house-bill/5289,111th Congress (2009-2010),"To amend the Safe Drinking Water Act to reduce lead in drinking water, and for other purposes.","Eshoo, Anna G. [Rep.-D-CA-14] (Introduced 05/12/2010)",5/12/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,5/12/2010,8,,,,,
H.R. 5214,https://www.congress.gov/bill/111th-congress/house-bill/5214,111th Congress (2009-2010),"To require oil polluters to pay the full cost of oil spills, and for other purposes.","Holt, Rush [Rep.-D-NJ-12] (Introduced 05/05/2010)",5/5/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,5/6/2010,85,,,,,
H.R. 5177,https://www.congress.gov/bill/111th-congress/house-bill/5177,111th Congress (2009-2010),To delay the implementation of certain final rules of the Environmental Protection Agency in States until accreditation classes are held in the States for a period of at least 1 year.,"Rehberg, Denny [Rep.-R-MT-At Large] (Introduced 04/29/2010)",4/29/2010,House - Energy and Commerce,Sponsor introductory remarks on measure. (CR H3130),5/5/2010,32,,,,,
H.R. 5134,https://www.congress.gov/bill/111th-congress/house-bill/5134,111th Congress (2009-2010),"To authorize the Secretary of the Interior, in consultation with the Groundwork USA national office, to provide grants to certain nonprofit organizations.","Tsongas, Niki [Rep.-D-MA-5] (Introduced 04/22/2010)",4/22/2010,"House - Energy and Commerce, Natural Resources, Financial Services","Referred to the Subcommittee on National Parks, Forests and Public Lands.",4/28/2010,9,,,,,
H.R. 5118,https://www.congress.gov/bill/111th-congress/house-bill/5118,111th Congress (2009-2010),"To amend the Clean Air Act to require the exclusion of data of an exceedance or violation of a national ambient air quality standard caused by a prescribed fire in the Flint Hills Region, and for other purposes.","Moran, Jerry [Rep.-R-KS-1] (Introduced 04/22/2010)",4/22/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,4/22/2010,3,,,,,
H.R. 5088,https://www.congress.gov/bill/111th-congress/house-bill/5088,111th Congress (2009-2010),To amend the Federal Water Pollution Control Act to reaffirm the jurisdiction of the United States over waters of the United States.,"Oberstar, James L. [Rep.-D-MN-8] (Introduced 04/21/2010)",4/21/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,4/22/2010,2,,,,,
H.R. 5061,https://www.congress.gov/bill/111th-congress/house-bill/5061,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to provide assistance for programs and activities to protect the water quality of the San Francisco Bay, and for other purposes.","Speier, Jackie [Rep.-D-CA-12] (Introduced 04/15/2010)",4/15/2010,"House - Transportation and Infrastructure, Budget",Sponsor introductory remarks on measure. (CR H2805),4/22/2010,10,,,,,
H.R. 4805,https://www.congress.gov/bill/111th-congress/house-bill/4805,111th Congress (2009-2010),Formaldehyde Standards for Composite Wood Products Act,"Matsui, Doris O. [Rep.-D-CA-5] (Introduced 03/10/2010)",3/10/2010,"House - Energy and Commerce, Financial Services","Placed on the Union Calendar, Calendar No. 291.",6/22/2010,3,,,,,
H.R. 4782,https://www.congress.gov/bill/111th-congress/house-bill/4782,111th Congress (2009-2010),To direct the Secretary of the Interior to provide loans to certain organizations in certain States to address habitats and ecosystems and to address and prevent invasive species.,"Young, Don [Rep.-R-AK-At Large] (Introduced 03/04/2010)",3/4/2010,House - Natural Resources,"Referred to the Subcommittee on Insular Affairs, Oceans and Wildlife.",3/8/2010,1,,,,,
H.R. 4755,https://www.congress.gov/bill/111th-congress/house-bill/4755,111th Congress (2009-2010),To amend the Federal Water Pollution Control Act to protect and restore the Great Lakes.,"Ehlers, Vernon J. [Rep.-R-MI-3] (Introduced 03/04/2010)",3/4/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,3/5/2010,42,,,,,
H.R. 4753,https://www.congress.gov/bill/111th-congress/house-bill/4753,111th Congress (2009-2010),"To suspend, during the 2-year period beginning on the date of enactment of this Act, any Environmental Protection Agency action under the Clean Air Act with respect to carbon dioxide or methane pursuant to certain proceedings, other than with respect to motor vehicle emissions, and for other purposes.","Rahall, Nick J., II [Rep.-D-WV-3] (Introduced 03/04/2010)",3/4/2010,House - Energy and Commerce,Referred to the House Committee on Energy and Commerce.,3/4/2010,15,,,,,
H.R. 4715,https://www.congress.gov/bill/111th-congress/house-bill/4715,111th Congress (2009-2010),Clean Estuaries Act of 2010,"Bishop, Timothy H. [Rep.-D-NY-1] (Introduced 03/02/2010)",3/2/2010,House - Transportation and Infrastructure | Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 569.,9/16/2010,1,,,,,
H.R. 4652,https://www.congress.gov/bill/111th-congress/house-bill/4652,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to provide assistance for programs and activities to protect and restore the water quality of the Columbia River Basin, and for other purposes.","Blumenauer, Earl [Rep.-D-OR-3] (Introduced 02/23/2010)",2/23/2010,"House - Transportation and Infrastructure, Budget",Referred to the Subcommittee on Water Resources and Environment.,2/24/2010,4,,,,,
H.R. 4572,https://www.congress.gov/bill/111th-congress/house-bill/4572,111th Congress (2009-2010),"To amend the Clean Air Act relating to greenhouse gases, and for other purposes.","Skelton, Ike [Rep.-D-MO-4] (Introduced 02/02/2010)",2/2/2010,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,2/3/2010,17,,,,,
H.R. 4472,https://www.congress.gov/bill/111th-congress/house-bill/4472,111th Congress (2009-2010),"To direct the Secretary of the Army to take action with respect to the Chicago waterway system to prevent the migration of bighead and silver carps into Lake Michigan, and for other purposes.","Camp, Dave [Rep.-R-MI-4] (Introduced 01/20/2010)",1/20/2010,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,1/21/2010,12,,,,,
H.R. 4396,https://www.congress.gov/bill/111th-congress/house-bill/4396,111th Congress (2009-2010),"To amend the Clean Air Act to provide that greenhouse gases are not subject to the Act, and for other purposes.","Pomeroy, Earl [Rep.-D-ND-At Large] (Introduced 12/16/2009)",12/16/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,12/19/2009,22,,,,,
H.R. 4394,https://www.congress.gov/bill/111th-congress/house-bill/4394,111th Congress (2009-2010),"To provide for a phased ban on decabrominated diphenylether and mixtures or products containing that chemical, and for other purposes.","Pingree, Chellie [Rep.-D-ME-1] (Introduced 12/16/2009)",12/16/2009,"House - Energy and Commerce, Foreign Affairs, Ways and Means","Referred to the Subcommittee on Commerce, Trade and Consumer Protection.",12/19/2009,8,,,,,
H.R. 4352,https://www.congress.gov/bill/111th-congress/house-bill/4352,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to authorize additional assistance for projects to construct publicly owned treatment works that serve small and disadvantaged communities, and for other purposes.","McCarthy, Kevin [Rep.-R-CA-22] (Introduced 12/16/2009)",12/16/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,12/17/2009,2,,,,,
H.R. 4344,https://www.congress.gov/bill/111th-congress/house-bill/4344,111th Congress (2009-2010),To prohibit the Environmental Protection Agency from obligating any amounts for the regulation of emissions of carbon dioxide.,"McCotter, Thaddeus G. [Rep.-R-MI-11] (Introduced 12/16/2009)",12/16/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,12/19/2009,2,,,,,
H.R. 4202,https://www.congress.gov/bill/111th-congress/house-bill/4202,111th Congress (2009-2010),"To establish centers of excellence for green infrastructure, and for other purposes.","Edwards, Donna F. [Rep.-D-MD-4] (Introduced 12/03/2009)",12/3/2009,"House - Transportation and Infrastructure, Science and Technology",Referred to the Subcommittee on Energy and Environment.,12/24/2009,44,,,,,
H.R. 4188,https://www.congress.gov/bill/111th-congress/house-bill/4188,111th Congress (2009-2010),"To authorize appropriations for brownfields site assessment and cleanup, and for other purposes.","Sestak, Joe [Rep.-D-PA-7] (Introduced 12/02/2009)",12/2/2009,"House - Energy and Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Water Resources and Environment.,12/3/2009,6,,,,,
H.R. 4159,https://www.congress.gov/bill/111th-congress/house-bill/4159,111th Congress (2009-2010),"To amend the Federal Insecticide, Fungicide, and Rodenticide Act to require local educational agencies and schools to implement integrated pest management programs to minimize the use of pesticides in schools and to provide parents, guardians, and employees with notice of the use of pesticides in schools, and for other purposes.","Holt, Rush [Rep.-D-NJ-12] (Introduced 12/01/2009)",12/1/2009,House - Agriculture,Referred to the Subcommittee on Horticulture and Organic Agriculture.,3/29/2010,16,,,,,
H.R. 4029,https://www.congress.gov/bill/111th-congress/house-bill/4029,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to provide assistance for programs and activities to protect the water quality of Puget Sound, and for other purposes.","Dicks, Norman D. [Rep.-D-WA-6] (Introduced 11/05/2009)",11/5/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,11/6/2009,6,,,,,
H.R. 3946,https://www.congress.gov/bill/111th-congress/house-bill/3946,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to prohibit the sale of dishwashing detergent in the United States if the detergent contains a high level of phosphorus, and for other purposes.","Stupak, Bart [Rep.-D-MI-1] (Introduced 10/27/2009)",10/27/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,10/28/2009,1,,,,,
H.R. 3888,https://www.congress.gov/bill/111th-congress/house-bill/3888,111th Congress (2009-2010),To amend the Federal Water Pollution Control Act to establish national standards for discharges from cruise vessels.,"Farr, Sam [Rep.-D-CA-17] (Introduced 10/21/2009)",10/21/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,10/22/2009,34,,,,,
H.R. 3852,https://www.congress.gov/bill/111th-congress/house-bill/3852,111th Congress (2009-2010),To amend the Federal Water Pollution Control Act to improve and reauthorize the Chesapeake Bay Program.,"Cummings, Elijah E. [Rep.-D-MD-7] (Introduced 10/20/2009)",10/20/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,10/21/2009,17,,,,,
H.R. 3850,https://www.congress.gov/bill/111th-congress/house-bill/3850,111th Congress (2009-2010),"To provide for the eradication and control of nutria in Maryland, Louisiana, and other coastal States.","Kratovil, Frank,  Jr. [Rep.-D-MD-1] (Introduced 10/20/2009)",10/20/2009,House - Natural Resources,Subcommittee Hearings Held.,7/27/2010,1,,,,,
H.R. 3747,https://www.congress.gov/bill/111th-congress/house-bill/3747,111th Congress (2009-2010),"To promote water efficiency, conservation, and adaptation, and for other purposes.","Berkley, Shelley [Rep.-D-NV-1] (Introduced 10/07/2009)",10/7/2009,"House - Energy and Commerce, Transportation and Infrastructure, Natural Resources",Referred to the Subcommittee on Water and Power.,10/9/2009,1,,,,,
H.R. 3727,https://www.congress.gov/bill/111th-congress/house-bill/3727,111th Congress (2009-2010),"To enhance the ability of drinking water utilities in the United States to develop and implement climate change adaptation programs and policies, and for other purposes.","DeGette, Diana [Rep.-D-CO-1] (Introduced 10/06/2009)",10/6/2009,House - Science and Technology,Referred to the Subcommittee on Energy and Environment.,10/8/2009,9,,,,,
H.R. 3650,https://www.congress.gov/bill/111th-congress/house-bill/3650,111th Congress (2009-2010),Harmful Algal Blooms and Hypoxia Research and Control Amendments Act of 2010,"Baird, Brian [Rep.-D-WA-3] (Introduced 09/25/2009)",9/25/2009,"House - Science and Technology, Natural Resources",Received in the Senate. Read twice. Placed on Senate Legislative Calendar under General Orders. Calendar No. 318.,3/15/2010,39,,,,,
H.R. 3543,https://www.congress.gov/bill/111th-congress/house-bill/3543,111th Congress (2009-2010),"To direct the Environmental Protection Agency to establish a product carbon disclosure program to facilitate carbon content labeling, and for other purposes.","Baldwin, Tammy [Rep.-D-WI-2] (Introduced 09/09/2009)",9/9/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,9/10/2009,0,,,,,
H.R. 3431,https://www.congress.gov/bill/111th-congress/house-bill/3431,111th Congress (2009-2010),To amend the Clean Air Act to promote the certification of aftermarket conversion systems and thereby encourage the increased use of alternative fueled vehicles.,"Shuler, Heath [Rep.-D-NC-11] (Introduced 07/30/2009)",7/30/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,7/31/2009,7,,,,,
H.R. 3265,https://www.congress.gov/bill/111th-congress/house-bill/3265,111th Congress (2009-2010),"To amend the Federal Water Pollution Control Act to reduce pollution resulting from impervious surfaces within the Chesapeake Bay watershed, and for other purposes.","Connolly, Gerald E. [Rep.-D-VA-11] (Introduced 07/20/2009)",7/20/2009,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,7/21/2009,6,,,,,
H.R. 3203,https://www.congress.gov/bill/111th-congress/house-bill/3203,111th Congress (2009-2010),"To promote remediation of inactive and abandoned mines, and for other purposes.","Lamborn, Doug [Rep.-R-CO-5] (Introduced 07/14/2009)",7/14/2009,"House - Energy and Commerce, Transportation and Infrastructure, Natural Resources",Referred to the Subcommittee on Energy and Mineral Resources.,7/20/2009,4,,,,,
H.R. 3106,https://www.congress.gov/bill/111th-congress/house-bill/3106,111th Congress (2009-2010),To amend the Solid Waste Disposal Act to direct the Administrator of the Environmental Protection Agency to establish a hazardous waste electronic manifest system.,"Price, David E. [Rep.-D-NC-4] (Introduced 06/26/2009)",6/26/2009,House - Energy and Commerce,Referred to the Subcommittee on Energy and Environment.,7/7/2009,4,,,,,
